Volcano_Name,Volcano_Image,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Summit_and_Elevatiuon,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Latitude1,Longitude1,Elevation1,Placement
Daikoku,https://volcano.si.edu/gallery/photos/GVP-11858.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-323 m, -1060 ft",21.324°N,144.194°E,0,0,0,0,21.324,144.194,-323,Underwater
Doyo Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-590 m, -1936 ft",27.68°N,140.8°E,0,0,0,0,27.68,140.8,-590,Underwater
East Diamante,https://volcano.si.edu/gallery/photos/GVP-11862.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-127 m, -417 ft",15.93°N,145.67°E,0,0,0,76403,15.93,145.67,-127,Underwater
Esan,https://volcano.si.edu/gallery/photos/GVP-05673.jpg,Lava dome(s),Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1874 CE,"618 m, 2028 ft",41.805°N,141.166°E,1734,5831,33197,916560,41.805,141.166,618,On land
Esmeralda Bank,https://volcano.si.edu/gallery/photos/GVP-11694.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-43 m, -141 ft",15°N,145.25°E,0,0,0,84578,15,145.25,-43,Underwater
Farallon de Pajaros,https://volcano.si.edu/gallery/photos/GVP-02102.jpg,Stratovolcano,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1967 CE,"337 m, 1106 ft",20.546°N,144.893°E,0,0,0,0,20.546,144.893,337,On land
Forecast Seamount,https://volcano.si.edu/gallery/photos/GVP-11866.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-1456 m, -4777 ft",13.4°N,143.92°E,0,0,0,143992,13.4,143.92,-1456,Underwater
Fujisan,https://volcano.si.edu/gallery/photos/GVP-02009.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1708 CE,"3776 m, 12388 ft",35.361°N,138.728°E,570,1759,906969,25022187,35.361,138.728,3776,On land
Fukue,https://volcano.si.edu/gallery/photos/GVP-11042.jpg,Shield(s),Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,400 BCE,"315 m, 1033 ft",32.657°N,128.849°E,18334,40407,61450,704523,32.657,128.849,315,On land
Fukujin,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1974 CE,"-217 m, -712 ft",21.93°N,143.47°E,0,0,0,0,21.93,143.47,-217,Underwater
Fukutoku-Oka-no-Ba,https://volcano.si.edu/gallery/photos/GVP-02098.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2021 CE,"-29 m, -95 ft",24.285°N,141.481°E,11,19,19,951,24.285,141.481,-29,Underwater
Guguan,https://volcano.si.edu/gallery/photos/GVP-09950.jpg,Stratovolcano,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1883 CE,"287 m, 942 ft",17.307°N,145.845°E,0,0,0,0,17.307,145.845,287,On land
Hachijojima,https://volcano.si.edu/gallery/photos/GVP-08944.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1606 CE,"854 m, 2802 ft",33.137°N,139.766°E,11275,13560,13564,14082,33.137,139.766,854,On land
Hachimantai,https://volcano.si.edu/gallery/photos/GVP-08916.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,5350 BCE,"1613 m, 5292 ft",39.958°N,140.854°E,268,1261,89833,3131126,39.958,140.854,1613,On land
Hakkodasan,https://volcano.si.edu/gallery/photos/GVP-05677.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1550 CE,"1585 m, 5200 ft",40.659°N,140.877°E,225,730,476624,1921667,40.659,140.877,1585,On land
Hakoneyama,https://volcano.si.edu/gallery/photos/GVP-01411.jpg,Complex,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2015 CE,"1438 m, 4718 ft",35.233°N,139.021°E,14140,53755,1543563,30282197,35.233,139.021,1438,On land
Hakusan,https://volcano.si.edu/gallery/photos/GVP-05811.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1659 CE,"2702 m, 8865 ft",36.155°N,136.771°E,474,807,63965,5959200,36.155,136.771,2702,On land
Harunasan,https://volcano.si.edu/gallery/photos/GVP-02021.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,550 CE,"1449 m, 4754 ft",36.477°N,138.851°E,1135,36116,1185012,14076385,36.477,138.851,1449,On land
Hijiori,https://volcano.si.edu/gallery/photos/GVP-10520.jpg,Caldera,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,Unknown - Evidence Credible,"552 m, 1811 ft",38.599°N,140.162°E,83511,83511,302176,4338240,38.599,140.162,552,On land
Hiuchigatake,https://volcano.si.edu/gallery/photos/GVP-10521.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1544 CE,"2356 m, 7730 ft",36.955°N,139.285°E,179,720,18567,7523509,36.955,139.285,2356,On land
Hokkaido-Komagatake,https://volcano.si.edu/gallery/photos/GVP-02141.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,2000 CE,"1131 m, 3711 ft",42.063°N,140.677°E,173,23091,234213,962081,42.063,140.677,1131,On land
Ioto,https://volcano.si.edu/gallery/photos/GVP-09554.jpg,Caldera,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2012 CE,"169 m, 554 ft",24.751°N,141.289°E,1179,1179,1189,1370,24.751,141.289,169,On land
Io-Torishima,https://volcano.si.edu/includes/images/noimage.jpg,Complex,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1968 CE,"212 m, 696 ft",27.881°N,128.223°E,0,0,0,52818,27.881,128.223,212,On land
Iwakisan,https://volcano.si.edu/gallery/photos/GVP-10845.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1863 CE,"1625 m, 5331 ft",40.656°N,140.303°E,918,13229,465065,1617801,40.656,140.303,1625,On land
Iwatesan,https://volcano.si.edu/gallery/photos/GVP-02063.jpg,Complex,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1919 CE,"2038 m, 6686 ft",39.853°N,141.001°E,439,18462,415920,2976795,39.853,141.001,2038,On land
Izu-Oshima,https://volcano.si.edu/gallery/photos/GVP-09077.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1990 CE,"746 m, 2448 ft",34.724°N,139.394°E,2381,8037,8375,11837468,34.724,139.394,746,On land
Izu-Tobu,https://volcano.si.edu/gallery/photos/GVP-10529.jpg,Pyroclastic cone(s),Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1989 CE,"1406 m, 4613 ft",34.9°N,139.098°E,5886,61727,447660,17928355,34.9,139.098,1406,On land
Izu-Torishima,https://volcano.si.edu/gallery/photos/GVP-10199.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2002 CE,"394 m, 1293 ft",30.484°N,140.303°E,21,21,21,21,30.484,140.303,394,On land
Kaikata Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-165 m, -541 ft",26.667°N,140.929°E,0,0,0,0,26.667,140.929,-165,Underwater
Kaitoku Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1984 CE,"-95 m, -312 ft",26.127°N,141.102°E,0,0,0,160,26.127,141.102,-95,Underwater
Kasuga 1,https://volcano.si.edu/gallery/photos/GVP-10589.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1959 CE,"-598 m, -1962 ft",21.765°N,143.71°E,0,0,0,0,21.765,143.71,-598,Underwater
Kasuga 2,https://volcano.si.edu/gallery/photos/GVP-11696.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Evidence Credible,"-274 m, -899 ft",21.6°N,143.637°E,0,0,0,0,21.6,143.637,-274,Underwater
Kikai,https://volcano.si.edu/gallery/photos/GVP-08757.jpg,Caldera,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2020 CE,"704 m, 2310 ft",30.793°N,130.305°E,152,152,152,1002905,30.793,130.305,704,On land
Kirishimayama,https://volcano.si.edu/gallery/photos/GVP-08954.jpg,Shield,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2018 CE,"1700 m, 5577 ft",31.934°N,130.862°E,647,8415,407050,3972044,31.934,130.862,1700,On land
Kita-Bayonnaise,https://volcano.si.edu/gallery/photos/GVP-09568.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Evidence Uncertain,"-360 m, -1181 ft",32.1°N,139.85°E,0,0,0,232,32.1,139.85,-360,Underwater
Kita-Fukutokutai,https://volcano.si.edu/gallery/photos/GVP-10783.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1954 CE,"-73 m, -240 ft",24.417°N,141.417°E,0,0,23,1209,24.417,141.417,-73,Underwater
Kita-Ioto,https://volcano.si.edu/gallery/photos/GVP-10777.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1945 CE,"792 m, 2598 ft",25.424°N,141.284°E,158,162,162,1210,25.424,141.284,792,On land
Kozushima,https://volcano.si.edu/gallery/photos/GVP-08941.jpg,Lava dome(s),Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,838 CE,"572 m, 1877 ft",34.219°N,139.153°E,2406,2406,5716,442731,34.219,139.153,572,On land
Kuchinoerabujima,https://volcano.si.edu/gallery/photos/GVP-10531.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2020 CE,"657 m, 2156 ft",30.443°N,130.217°E,1544,1698,5348,149518,30.443,130.217,657,On land
Kuchinoshima,https://volcano.si.edu/gallery/photos/GVP-11802.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1190 CE,"628 m, 2060 ft",29.968°N,129.926°E,93,101,291,11002,29.968,129.926,628,On land
Kueishantao,https://volcano.si.edu/gallery/photos/GVP-12006.jpg,Stratovolcano,Taiwan,"Japan, Taiwan, Marianas",Taiwan,holocene,1853 CE,"361 m, 1184 ft",24.841°N,121.953°E,1,6523,471596,10011370,24.841,121.953,361,On land
Kujusan,https://volcano.si.edu/gallery/photos/GVP-08761.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1996 CE,"1791 m, 5876 ft",33.086°N,131.249°E,1667,11771,181541,7815706,33.086,131.249,1791,On land
Kurikomayama,https://volcano.si.edu/gallery/photos/GVP-10537.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1950 CE,"1627 m, 5338 ft",38.961°N,140.788°E,226,1081,104165,4615592,38.961,140.788,1627,On land
Kurose Hole,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Evidence Uncertain,"-107 m, -351 ft",33.4°N,139.68°E,0,0,46,14951,33.4,139.68,-107,Underwater
Kusatsu-Shiranesan,https://volcano.si.edu/gallery/photos/GVP-01496.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2018 CE,"2165 m, 7103 ft",36.618°N,138.528°E,4485,14296,434049,5947593,36.618,138.528,2165,On land
Kussharo,https://volcano.si.edu/gallery/photos/GVP-02237.jpg,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1320 CE,"574 m, 1883 ft",43.615°N,144.427°E,8331,8331,26476,680109,43.615,144.427,574,On land
Kuttara,https://volcano.si.edu/gallery/photos/GVP-05618.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1820 CE,"549 m, 1801 ft",42.491°N,141.16°E,10198,34015,220509,3371955,42.491,141.16,549,On land
Mariana Back-Arc Segment at 15.5°N,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2015 CE,"-4100 m, -13451 ft",15.406°N,144.506°E,,,,,15.406,144.506,-4100,Underwater
Maruyama,https://volcano.si.edu/gallery/photos/GVP-09159.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1898 CE,"2013 m, 6604 ft",43.418°N,143.031°E,0,6,3682,1260920,43.418,143.031,2013,On land
Mashu,https://volcano.si.edu/gallery/photos/GVP-10540.jpg,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1080 CE,"857 m, 2812 ft",43.572°N,144.561°E,9794,9794,25627,632919,43.572,144.561,857,On land
Maug Islands,https://volcano.si.edu/gallery/photos/GVP-09517.jpg,Stratovolcano,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"227 m, 745 ft",20.02°N,145.22°E,0,0,0,0,20.02,145.22,227,On land
Megata,https://volcano.si.edu/gallery/photos/GVP-10544.jpg,Maar(s),Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2050 BCE,"291 m, 955 ft",39.95°N,139.73°E,1854,3577,81218,1205440,39.95,139.73,291,On land
Midagahara,https://volcano.si.edu/gallery/photos/GVP-08948.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1839 CE,"2621 m, 8599 ft",36.571°N,137.59°E,401,521,143935,4455560,36.571,137.59,2621,On land
Mikurajima,https://volcano.si.edu/gallery/photos/GVP-10545.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,4100 BCE,"851 m, 2792 ft",33.874°N,139.602°E,293,293,4551,25466,33.874,139.602,851,On land
Minami-Hiyoshi,https://volcano.si.edu/gallery/photos/GVP-10784.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1975 CE,"-107 m, -351 ft",23.5°N,141.935°E,0,0,0,26,23.5,141.935,-107,Underwater
Miyakejima,https://volcano.si.edu/gallery/photos/GVP-08937.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2010 CE,"775 m, 2543 ft",34.094°N,139.526°E,1848,3189,3474,95663,34.094,139.526,775,On land
Mokuyo Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-933 m, -3061 ft",28.327°N,140.572°E,0,0,0,0,28.327,140.572,-933,Underwater
Myojinsho,https://volcano.si.edu/gallery/photos/GVP-04613.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1970 CE,"11 m, 36 ft",31.888°N,139.918°E,0,0,0,242,31.888,139.918,11,On land
Myokosan,https://volcano.si.edu/gallery/photos/GVP-06445.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,750 BCE,"2454 m, 8051 ft",36.891°N,138.114°E,1563,11033,561142,4118863,36.891,138.114,2454,On land
Nakanoshima,https://volcano.si.edu/gallery/photos/GVP-11804.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,1914 CE,"979 m, 3212 ft",29.859°N,129.857°E,137,170,364,14037,29.859,129.857,979,On land
Nantaisan,https://volcano.si.edu/gallery/photos/GVP-06464.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,9540 BCE,"2486 m, 8156 ft",36.765°N,139.491°E,781,12768,128931,11079746,36.765,139.491,2486,On land
Naruko,https://volcano.si.edu/gallery/photos/GVP-10549.jpg,Caldera,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,837 CE,"470 m, 1542 ft",38.729°N,140.734°E,54771,54771,210262,4417058,38.729,140.734,470,On land
Nasudake,https://volcano.si.edu/gallery/photos/GVP-06451.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1963 CE,"1915 m, 6283 ft",37.125°N,139.963°E,639,5802,298717,5725203,37.125,139.963,1915,On land
Niigata-Yakeyama,https://volcano.si.edu/gallery/photos/GVP-06458.jpg,Lava dome,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1998 CE,"2400 m, 7874 ft",36.921°N,138.036°E,73,610,226866,3920252,36.921,138.036,2400,On land
Niijima,https://volcano.si.edu/gallery/photos/GVP-08942.jpg,Lava dome(s),Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,886 CE,"432 m, 1417 ft",34.397°N,139.27°E,3060,3349,6139,1347661,34.397,139.27,432,On land
Nikko,https://volcano.si.edu/gallery/photos/GVP-10746.jpg,Submarine,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-392 m, -1286 ft",23.078°N,142.326°E,0,0,0,0,23.078,142.326,-392,Underwater
Nikko-Shiranesan,https://volcano.si.edu/gallery/photos/GVP-02026.jpg,Shield,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1952 CE,"2578 m, 8458 ft",36.799°N,139.376°E,513,2502,79844,9303980,36.799,139.376,2578,On land
Niseko,https://volcano.si.edu/gallery/photos/GVP-05639.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,4900 BCE,"1308 m, 4291 ft",42.875°N,140.659°E,778,9981,75171,2967982,42.875,140.659,1308,On land
Nishinoshima,https://volcano.si.edu/gallery/photos/GVP-02095.jpg,Caldera,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2021 CE,"25 m, 82 ft",27.247°N,140.874°E,0,0,0,0,27.247,140.874,25,On land
Norikuradake,https://volcano.si.edu/gallery/photos/GVP-01458.jpg,Stratovolcano(es),Japan,"Japan, Taiwan, Marianas",Honshu,holocene,50 BCE,"3026 m, 9928 ft",36.106°N,137.554°E,250,1616,109638,5057979,36.106,137.554,3026,On land
Numazawa,https://volcano.si.edu/gallery/photos/GVP-10555.jpg,Shield,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,3400 BCE,"835 m, 2740 ft",37.444°N,139.566°E,990,4082,110303,4383246,37.444,139.566,835,On land
NW Eifuku,https://volcano.si.edu/gallery/photos/GVP-11856.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-1535 m, -5036 ft",21.485°N,144.043°E,0,0,0,0,21.485,144.043,-1535,Underwater
NW Rota-1,https://volcano.si.edu/gallery/photos/GVP-12035.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2010 CE,"-517 m, -1696 ft",14.601°N,144.775°E,0,0,0,5988,14.601,144.775,-517,Underwater
Oki-Dogo,https://volcano.si.edu/gallery/photos/GVP-10556.jpg,Shield,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,Unknown - Evidence Credible,"151 m, 495 ft",36.176°N,133.334°E,6391,12388,22076,691492,36.176,133.334,151,On land
Omanago Group,https://volcano.si.edu/gallery/photos/GVP-02027.jpg,Lava dome(s),Japan,"Japan, Taiwan, Marianas",Honshu,holocene,3050 BCE,"2341 m, 7680 ft",36.795°N,139.507°E,698,16316,113236,10276159,36.795,139.507,2341,On land
Ontakesan,https://volcano.si.edu/gallery/photos/GVP-10557.jpg,Complex,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2014 CE,"3067 m, 10062 ft",35.893°N,137.48°E,176,2098,86634,8307889,35.893,137.48,3067,On land
Oshima-Oshima,https://volcano.si.edu/gallery/photos/GVP-10562.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1790 CE,"732 m, 2402 ft",41.51°N,139.367°E,6,6,6,88023,41.51,139.367,732,On land
Osorezan,https://volcano.si.edu/gallery/photos/GVP-10566.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1787 CE,"878 m, 2881 ft",41.279°N,141.12°E,11577,42590,80028,1714622,41.279,141.12,878,On land
Pagan,https://volcano.si.edu/gallery/photos/GVP-02127.jpg,Stratovolcano(es),United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,2021 CE,"570 m, 1870 ft",18.13°N,145.8°E,0,0,0,0,18.13,145.8,570,On land
Rausudake,https://volcano.si.edu/gallery/photos/GVP-09608.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1800 CE,"1660 m, 5446 ft",44.076°N,145.122°E,35,4623,8574,218325,44.076,145.122,1660,On land
Rishirizan,https://volcano.si.edu/gallery/photos/GVP-05602.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,5830 BCE,"1721 m, 5646 ft",45.179°N,141.242°E,178,9895,12933,94414,45.179,141.242,1721,On land
Ruby,https://volcano.si.edu/gallery/photos/GVP-11695.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1995 CE,"-230 m, -755 ft",15.62°N,145.57°E,0,0,0,80613,15.62,145.57,-230,Underwater
Sanbesan,https://volcano.si.edu/gallery/photos/GVP-08674.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,650 CE,"1126 m, 3694 ft",35.141°N,132.622°E,1300,6795,171742,3597290,35.141,132.622,1126,On land
Sarigan,https://volcano.si.edu/gallery/photos/GVP-10590.jpg,Stratovolcano,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Evidence Credible,"538 m, 1765 ft",16.708°N,145.78°E,0,0,0,0,16.708,145.78,538,On land
Seamount X,https://volcano.si.edu/gallery/photos/GVP-11864.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Unrest / Holocene,"-1230 m, -4035 ft",13.25°N,144.02°E,0,0,0,167168,13.25,144.02,-1230,Underwater
Shiga,https://volcano.si.edu/gallery/photos/GVP-10568.jpg,Shield(s),Japan,"Japan, Taiwan, Marianas",Honshu,holocene,Unknown - Evidence Uncertain,"2041 m, 6696 ft",36.688°N,138.519°E,2474,9610,449713,5784413,36.688,138.519,2041,On land
Shikotsu,https://volcano.si.edu/gallery/photos/GVP-02225.jpg,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1979 CE,"1320 m, 4331 ft",42.688°N,141.38°E,130474,130474,316816,3096376,42.688,141.38,1320,On land
Shiretoko-Iozan,https://volcano.si.edu/gallery/photos/GVP-10572.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,1936 CE,"1562 m, 5125 ft",44.133°N,145.161°E,6,1516,7890,209060,44.133,145.161,1562,On land
Sofugan,https://volcano.si.edu/gallery/photos/GVP-11789.jpg,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Evidence Uncertain,"99 m, 325 ft",29.794°N,140.342°E,0,0,0,21,29.794,140.342,99,On land
